krd_id;mno;valor;pb;vade;lcy_tutar;usd_tutar;valor_dt_usd_tutar;anapara_risk;faiz_risk
390209;19447;2025-09-04;EUR;2026-08-30;4929719.89;4968903.59;4968903.59;4929719.89;1759663.51
509873;19447;2025-10-02;CNY;2030-10-01;3560734.4;508955.71;508955.71;3560734.4;1147268.62
213987;19447;2025-10-09;USD;2026-10-04;4848222.81;4848222.81;4848222.81;4848222.81;2043525.91
392947;19447;2025-10-10;CNY;2026-10-05;4042536.86;577822.43;577822.43;4042536.86;1862396.73
496629;19447;2025-10-12;CNY;2026-10-07;3762975.42;537863.15;537863.15;3762975.42;990791.43
413358;19447;2025-10-28;CNY;2026-10-23;1709726.74;244380.82;244380.82;1709726.74;317068.82
139778;19447;2025-12-15;TRY;2026-12-10;1228688.97;33076.04;33076.04;1228688.97;565504.1
474810;19447;2026-01-07;TRY;2027-01-02;3190763.83;94470.61;94470.61;3190763.83;254942.03
124437;19447;2026-02-08;EUR;2031-02-07;3531156.76;4088320.7;4088320.7;3531156.76;1328421.17
300632;19447;2026-02-12;USD;2027-02-07;2913614.59;2913614.59;2913614.59;2913614.59;970525.02
158644;19456;2024-01-06;EUR;2024-12-31;4094565.0;4407870.94;0.0;0.0;0.0
376713;19456;2024-01-12;TRY;2025-01-06;3312760.48;111745.81;0.0;0.0;0.0
136611;19456;2024-03-20;CNY;2026-03-10;2426115.47;341996.17;85499.04;606528.87;22623.53
426176;19456;2024-04-07;USD;2025-04-02;3433285.96;3433285.96;0.0;0.0;0.0
156931;19456;2024-07-03;USD;2025-06-28;1461102.11;1461102.11;0.0;0.0;0.0
283948;19456;2024-09-01;CNY;2026-08-22;391951.56;49311.06;12327.76;97987.89;8532.3
203065;19456;2024-12-15;EUR;2025-12-10;4534015.04;4708121.89;0.0;0.0;0.0
122959;19456;2024-12-17;USD;2025-12-12;1003623.12;1003623.12;0.0;0.0;0.0
361694;19456;2025-01-03;USD;2025-12-29;3149633.2;3149633.2;0.0;0.0;0.0
490760;19456;2025-01-25;TRY;2027-01-15;4247584.15;129860.59;64930.3;2123792.08;287667.64
369151;19456;2025-01-26;TRY;2032-01-25;217873.67;6661.01;5920.9;193665.48;74935.63
357764;19456;2025-06-18;TRY;2027-06-08;4574185.58;137040.29;102780.22;3430639.19;963966.73
173786;19456;2025-06-22;TRY;2027-06-12;1790857.96;53653.2;40239.9;1343143.47;149945.18
489463;19456;2025-07-12;USD;2027-07-02;3553753.18;3553753.18;2665314.89;2665314.89;163517.07
302412;19456;2025-07-31;EUR;2026-07-26;933706.61;1014239.22;507119.61;466853.3;75513.52
212154;19456;2025-10-12;EUR;2026-10-07;3345476.82;3760248.4;3760248.4;3345476.82;443944.77
506305;19456;2025-11-13;TRY;2027-11-03;751998.01;21830.58;21830.58;751998.01;162243.57
145063;19456;2025-11-24;USD;2027-11-14;1183613.41;1183613.41;1183613.41;1183613.41;503390.78
419064;19456;2025-12-19;CNY;2026-12-14;1031421.41;136015.55;136015.55;1031421.41;341555.2
507792;19456;2026-01-15;CNY;2027-01-10;4843405.51;701146.02;701146.02;4843405.51;2183165.03
251432;19797;2023-12-20;EUR;2028-12-18;4704318.43;5151055.18;3434036.79;3136212.29;533678.79
122867;19797;2024-01-14;EUR;2026-01-03;1459975.31;1571688.99;0.0;0.0;0.0
392250;19797;2024-02-08;TRY;2025-02-02;146333.71;5050.34;0.0;0.0;0.0
376820;19797;2024-02-14;USD;2025-02-08;931074.62;931074.62;0.0;0.0;0.0
309213;19797;2024-02-27;CNY;2025-02-21;892834.36;122238.96;0.0;0.0;0.0
540032;19797;2024-02-28;CNY;2025-02-22;2655510.35;363568.92;0.0;0.0;0.0
419483;19797;2024-03-17;USD;2031-03-16;274573.86;274573.86;213557.45;213557.45;46192.48
145380;19797;2024-05-09;USD;2025-05-04;3483651.45;3483651.45;0.0;0.0;0.0
463995;19797;2024-06-18;EUR;2025-06-13;1598544.42;1759349.17;0.0;0.0;0.0
514435;19797;2024-07-24;USD;2025-07-19;3263208.66;3263208.66;0.0;0.0;0.0
334661;19797;2024-07-30;CNY;2025-07-25;1117844.99;143864.5;0.0;0.0;0.0
275923;19797;2024-08-11;USD;2031-08-10;4677234.61;4677234.61;3637849.14;3637849.14;1308473.7
241961;19797;2024-09-10;CNY;2025-09-05;4242126.44;533697.94;0.0;0.0;0.0
268502;19797;2024-09-18;EUR;2029-09-17;4814801.41;5000683.64;3889420.61;3744845.54;1285501.45
523878;19797;2024-10-29;CNY;2025-10-24;3353885.73;433714.61;0.0;0.0;0.0
398164;19797;2025-03-06;EUR;2032-03-04;2455383.07;2572180.95;2286383.07;2182562.73;861384.76
175645;19797;2025-04-03;USD;2027-03-24;1922933.59;1922933.59;1442200.19;1442200.19;226227.13
274949;19797;2025-05-21;USD;2032-05-19;459337.53;459337.53;408300.03;408300.03;149782.6
397776;19797;2025-10-13;USD;2026-10-08;526016.27;526016.27;526016.27;526016.27;76719.47
195090;19797;2026-01-03;CNY;2026-12-29;408958.54;59202.07;59202.07;408958.54;199817.14
202806;19797;2026-01-11;USD;2033-01-09;2196105.5;2196105.5;2196105.5;2196105.5;472162.68
203569;19797;2026-01-31;CNY;2027-01-26;2571789.09;372299.96;372299.96;2571789.09;317744.54
417701;19797;2026-02-06;EUR;2027-02-01;1958988.53;2268087.74;2268087.74;1958988.53;360160.04
212327;19892;2024-02-01;TRY;2025-01-26;2680935.6;92525.82;0.0;0.0;0.0
128039;19892;2024-03-22;EUR;2026-03-12;229622.44;250019.04;62504.76;57405.61;2347.17
257861;19892;2024-04-12;CNY;2025-04-07;1968984.56;276325.05;0.0;0.0;0.0
389428;19892;2024-05-13;USD;2025-05-08;682166.55;682166.55;0.0;0.0;0.0
458000;19892;2024-07-12;USD;2025-07-07;4489351.41;4489351.41;0.0;0.0;0.0
417111;19892;2024-08-30;TRY;2025-08-25;2202667.77;69081.41;0.0;0.0;0.0
512085;19892;2024-08-30;CNY;2026-08-20;2232071.12;316199.17;79049.79;558017.78;46782.82
129767;19892;2024-09-18;TRY;2026-09-08;1997239.92;60042.27;30021.14;998619.96;105529.16
444568;19892;2024-11-12;CNY;2029-11-11;3262113.4;469448.67;365126.74;2537199.31;967842.87
121296;19892;2024-11-20;USD;2026-11-10;3880989.86;3880989.86;1940494.93;1940494.93;46426.34
545726;19892;2024-12-04;EUR;2029-12-03;1934944.34;2009246.49;1562747.27;1504956.71;210518.36
357083;19892;2025-02-18;USD;2026-02-13;774211.49;774211.49;0.0;0.0;0.0
289653;19892;2025-05-06;TRY;2026-05-01;4525124.17;133608.64;133608.64;4525124.17;2065040.41
366486;19892;2025-05-24;TRY;2027-05-14;4504502.94;132999.78;99749.84;3378377.21;677153.48
146398;19892;2025-07-01;USD;2026-06-26;1209272.42;1209272.42;1209272.42;1209272.42;341498.53
496724;19892;2025-07-21;USD;2026-07-16;3984662.2;3984662.2;3984662.2;3984662.2;1139414.16
398189;19892;2025-09-19;USD;2026-09-14;793480.69;793480.69;793480.69;793480.69;140247.71
295642;19892;2025-10-01;CNY;2026-09-26;3326251.56;475439.76;475439.76;3326251.56;809443.32
249247;19892;2025-10-11;TRY;2032-10-09;1212208.59;34316.56;34316.56;1212208.59;325235.56
305829;19892;2025-11-27;CNY;2032-11-25;4937182.99;771313.91;771313.91;4937182.99;777359.46
189197;19892;2025-12-31;EUR;2026-12-26;1251509.67;1378145.03;1378145.03;1251509.67;619246.98
212706;19892;2026-01-03;USD;2031-01-02;2488211.65;2488211.65;2488211.65;2488211.65;822727.18
477527;19892;2026-01-06;CNY;2027-12-27;1928058.28;279111.54;279111.54;1928058.28;837644.92
401561;19892;2026-02-23;EUR;2027-02-18;2609144.34;3020828.45;3020828.45;2609144.34;1150502.2
386512;19985;2024-01-03;EUR;2024-12-28;3699315.22;3982377.63;0.0;0.0;0.0
132453;19985;2024-01-14;CNY;2026-01-03;2431119.82;334093.95;0.0;0.0;0.0
342196;19985;2024-04-21;TRY;2029-04-20;2138080.83;71776.82;47851.21;1425387.22;258660.27
373192;19985;2024-05-07;TRY;2026-04-27;3840731.91;126713.34;31678.34;960182.98;113613.65
271693;19985;2024-06-09;TRY;2025-06-04;4082163.02;132538.19;0.0;0.0;0.0
494415;19985;2024-08-14;EUR;2026-08-04;2094052.04;2200005.42;2200005.42;2094052.04;554819.09
419178;19985;2024-10-01;EUR;2029-09-30;1178832.12;1224581.4;952452.2;916869.43;145940.14
154402;19985;2024-11-20;CNY;2025-11-15;1370218.44;197187.27;0.0;0.0;0.0
192394;19985;2024-11-24;CNY;2025-11-19;674242.25;97029.78;0.0;0.0;0.0
284880;19985;2024-12-06;USD;2026-11-26;4619910.2;4619910.2;2309955.1;2309955.1;98404.09
463618;19985;2024-12-11;TRY;2031-12-10;4215189.85;125758.62;111785.44;3746835.42;193170.18
494507;19985;2025-01-05;CNY;2025-12-31;330080.32;44640.69;0.0;0.0;0.0
349728;19985;2025-01-28;USD;2027-01-18;265171.75;265171.75;132585.88;132585.88;30421.83
174119;19985;2025-03-02;EUR;2026-02-25;2858766.66;2994752.73;0.0;0.0;0.0
321343;19985;2025-03-22;CNY;2027-03-12;2575799.79;363659.9;272744.93;1931849.84;232111.76
546113;19985;2025-04-02;CNY;2026-03-28;4557702.81;606691.38;606691.38;4557702.81;1449349.49
386926;19985;2025-04-27;TRY;2027-04-17;4736577.42;134930.23;101197.67;3552433.06;664349.39
187607;19985;2025-05-16;TRY;2032-05-14;3786285.18;111793.71;99372.19;3365586.83;925162.42
409221;19985;2025-06-28;EUR;2026-06-23;4842243.96;5829859.56;5829859.56;4842243.96;1653868.42
547706;19985;2025-08-24;EUR;2026-08-19;4013068.65;4926400.14;4926400.14;4013068.65;1404975.33
472395;19985;2025-11-13;EUR;2026-11-08;3995199.38;4763504.28;4763504.28;3995199.38;254693.96
172948;19985;2026-01-11;EUR;2028-01-01;4429084.76;4963981.27;4963981.27;4429084.76;817387.59
319267;19985;2026-02-10;CNY;2033-02-08;4665437.3;639388.27;639388.27;4665437.3;1978145.42
222918;19985;2026-02-18;CNY;2028-02-08;4368486.52;598691.8;598691.8;4368486.52;2145363.73
392466;20243;2023-12-19;EUR;2025-12-08;847470.11;927948.51;0.0;0.0;0.0
235788;20243;2023-12-23;EUR;2024-12-17;2082686.32;2280464.71;0.0;0.0;0.0
440262;20243;2024-01-22;CNY;2025-01-16;1911676.03;262709.96;0.0;0.0;0.0
169852;20243;2024-04-16;TRY;2029-04-15;898281.92;30155.93;20103.95;598854.61;153845.75
376018;20243;2024-05-07;CNY;2031-05-06;2151529.51;295943.2;230178.04;1673411.84;527254.88
144379;20243;2024-05-14;CNY;2025-05-09;4075102.31;560530.93;0.0;0.0;0.0
386723;20243;2024-06-15;TRY;2025-06-10;3793183.37;123155.7;0.0;0.0;0.0
183062;20243;2024-08-02;TRY;2026-07-23;1649842.54;51743.37;12935.84;412460.64;26804.79
548319;20243;2024-08-04;USD;2025-07-30;652351.51;652351.51;0.0;0.0;0.0
144411;20243;2024-09-25;USD;2025-09-20;1622036.53;1622036.53;0.0;0.0;0.0
244591;20243;2024-09-25;EUR;2025-09-20;1318291.85;1369186.38;0.0;0.0;0.0
402995;20243;2024-11-27;TRY;2025-11-22;3413768.36;112101.42;0.0;0.0;0.0
139052;20243;2025-01-16;TRY;2026-01-11;4032364.13;123280.71;0.0;0.0;0.0
441926;20243;2025-03-16;CNY;2026-03-11;4669520.99;659258.36;659258.36;4669520.99;2040347.2
501270;20243;2025-03-28;TRY;2027-03-18;1829323.97;54987.33;41240.5;1371992.98;173076.91
209758;20243;2025-04-22;TRY;2026-04-17;2499383.12;71199.59;35599.8;1249691.56;16027.29
482028;20243;2025-05-29;USD;2026-05-24;1934929.86;1934929.86;1934929.86;1934929.86;821861.46
384375;20243;2025-06-25;USD;2026-06-20;897308.0;897308.0;897308.0;897308.0;438200.36
149448;20243;2025-07-01;EUR;2027-06-21;4283149.73;4652573.28;3489429.96;3212362.3;956239.95
389107;20243;2025-07-14;CNY;2026-07-09;1900801.66;238708.78;238708.78;1900801.66;427110.13
190359;20243;2025-07-21;TRY;2027-07-11;3698892.69;102542.79;76907.09;2774169.52;1005775.16
492319;20243;2025-08-21;USD;2026-08-16;1968425.69;1968425.69;1968425.69;1968425.69;580980.84
120354;20243;2025-08-23;USD;2027-08-13;2944941.27;2944941.27;2208705.95;2208705.95;215017.52
498636;20243;2025-09-06;USD;2030-09-05;852964.25;852964.25;852964.25;852964.25;422430.54
287183;20243;2025-09-15;USD;2026-09-10;1131000.02;1131000.02;1131000.02;1131000.02;44617.95
335429;20243;2025-09-25;TRY;2026-09-20;980311.87;25159.75;25159.75;980311.87;300857.71
502716;20243;2026-01-04;CNY;2027-12-25;1854261.92;268428.56;268428.56;1854261.92;717784.79
515893;20243;2026-01-08;CNY;2027-01-03;1392132.74;201529.34;201529.34;1392132.74;316640.59
460766;20243;2026-02-16;TRY;2027-02-11;3992493.36;112231.6;112231.6;3992493.36;201820.54
158057;20249;2024-01-11;EUR;2025-12-31;3079890.67;3315556.25;0.0;0.0;0.0
354224;20249;2024-01-12;TRY;2031-01-10;529955.8;17876.43;13903.89;412187.84;84812.23
337287;20249;2024-03-30;CNY;2025-03-25;4870434.35;686558.38;0.0;0.0;0.0
423067;20249;2024-05-31;TRY;2025-05-26;3790228.99;125047.15;0.0;0.0;0.0
140547;20249;2024-06-18;USD;2029-06-17;4946952.54;4946952.54;3297968.36;3297968.36;177870.43
429744;20249;2024-06-26;EUR;2025-06-21;1357640.9;1494212.08;0.0;0.0;0.0
181983;20249;2024-08-05;CNY;2026-07-26;4380949.66;620613.12;155153.28;1095237.42;37607.71
178121;20249;2024-11-16;TRY;2026-11-06;2770889.56;90990.54;45495.27;1385444.78;186238.41
274411;20249;2024-11-22;USD;2029-11-21;3235072.58;3235072.58;2516167.56;2516167.56;190320.12
417680;20249;2025-01-03;TRY;2030-01-02;3438075.2;105111.63;81753.49;2674058.49;891412.25
355367;20249;2025-01-08;CNY;2026-01-03;2127071.97;287669.24;0.0;0.0;0.0
192767;20249;2025-01-11;EUR;2030-01-10;4716564.41;5302299.28;4124010.55;3668438.99;550673.45
139790;20249;2025-06-07;USD;2032-06-05;3040794.0;3040794.0;3040794.0;3040794.0;1340838.11
499670;20249;2025-07-12;USD;2026-07-07;963475.81;963475.81;963475.81;963475.81;308601.3
407885;20249;2025-07-15;EUR;2027-07-05;3519614.17;3823182.44;2867386.83;2639710.63;81072.11
202635;20249;2025-08-03;CNY;2027-07-24;4044008.37;537879.07;403409.3;3033006.28;158322.93
355162;20249;2025-11-14;CNY;2026-11-09;3752916.92;586301.34;586301.34;3752916.92;665016.88
355355;20249;2025-11-17;TRY;2032-11-15;3339412.18;96943.48;96943.48;3339412.18;1314893.55
319877;20249;2025-11-21;USD;2026-11-16;2869454.15;2869454.15;2869454.15;2869454.15;1367725.32
176682;20249;2025-11-30;TRY;2026-11-25;2976196.37;86399.29;86399.29;2976196.37;429167.52
291593;20249;2025-12-04;CNY;2026-11-29;4763990.69;628236.73;628236.73;4763990.69;182460.84
401046;20249;2026-02-07;USD;2028-01-28;4986628.54;4986628.54;4986628.54;4986628.54;2440705.34
435012;20249;2026-02-15;TRY;2028-02-05;903989.41;25411.73;25411.73;903989.41;86782.98
440501;20362;2024-02-14;CNY;2025-02-08;1050317.06;143800.1;0.0;0.0;0.0
452606;20362;2024-02-23;CNY;2029-02-21;1765074.8;241658.39;161105.59;1176716.53;379961.77
521530;20362;2024-03-15;TRY;2025-03-10;93063.11;3225.06;0.0;0.0;0.0
405985;20362;2024-06-02;USD;2026-05-23;2007144.46;2007144.46;501786.12;501786.11;41409.9
183628;20362;2024-06-24;CNY;2031-06-23;2265999.53;307485.36;239155.28;1762444.08;180121.78
284496;20362;2024-07-03;CNY;2025-06-28;4032160.05;518931.24;0.0;0.0;0.0
330020;20362;2024-10-17;EUR;2025-10-12;1983103.93;2060066.18;0.0;0.0;0.0
359310;20362;2024-10-17;USD;2026-10-07;2547768.65;2547768.65;1273884.32;1273884.32;24235.65
456162;20362;2024-10-19;CNY;2025-10-14;2439106.34;315418.04;0.0;0.0;0.0
368563;20362;2024-12-02;EUR;2026-11-22;3313623.1;3440866.72;1720433.36;1656811.55;388108.11
300245;20362;2025-01-29;USD;2026-01-24;2410799.36;2410799.36;0.0;0.0;0.0
291948;20362;2025-03-02;TRY;2026-02-25;826498.48;24843.57;0.0;0.0;0.0
472600;20362;2025-03-06;CNY;2026-03-01;3097463.26;437310.07;0.0;0.0;0.0
473580;20362;2025-04-15;TRY;2026-04-10;2018411.27;57498.21;28749.1;1009205.64;120953.3
520767;20362;2025-05-12;USD;2027-05-02;3144631.44;3144631.44;2358473.58;2358473.58;467508.43
517537;20362;2025-06-06;CNY;2026-06-01;4033132.11;603681.76;603681.76;4033132.11;1377314.62
245242;20362;2025-06-26;EUR;2026-06-21;3497414.93;4210741.55;4210741.55;3497414.93;1081575.57
546633;20362;2025-07-27;EUR;2026-07-22;4245323.84;4611484.89;4611484.89;4245323.84;241134.39
458984;20362;2025-08-20;CNY;2032-08-18;3579418.48;476085.63;476085.63;3579418.48;852080.57
450464;20362;2025-10-09;TRY;2026-10-04;4223141.54;119553.44;119553.44;4223141.54;141897.56
376378;20362;2025-11-16;TRY;2026-11-11;4623426.3;134218.55;134218.55;4623426.3;1843128.89
351932;20362;2026-02-16;USD;2033-02-14;1549796.58;1549796.58;1549796.58;1549796.58;70128.3
140521;20446;2023-12-22;TRY;2024-12-16;1138215.21;39810.12;0.0;0.0;0.0
376617;20446;2024-01-02;EUR;2028-12-31;299114.06;322001.52;214667.68;199409.37;42773.31
357748;20446;2024-01-31;CNY;2031-01-29;3481859.96;478490.75;372159.47;2708113.3;830202.22
522186;20446;2024-03-23;EUR;2026-03-13;1186205.27;1291571.93;322892.98;296551.32;28646.86
365899;20446;2024-09-07;TRY;2025-09-02;4139792.91;124453.02;0.0;0.0;0.0
537770;20446;2024-10-23;CNY;2025-10-18;2168327.55;280401.72;0.0;0.0;0.0
260815;20446;2025-01-03;CNY;2025-12-29;956965.98;129421.89;0.0;0.0;0.0
171699;20446;2025-01-04;USD;2032-01-03;1618636.51;1618636.51;1438788.01;1438788.01;555883.74
369366;20446;2025-01-16;TRY;2026-01-11;2162761.73;66121.71;0.0;0.0;0.0
501200;20446;2025-01-24;TRY;2026-01-19;949148.03;29018.12;0.0;0.0;0.0
159531;20446;2025-02-04;USD;2032-02-03;1710149.45;1710149.45;1520132.84;1520132.84;615484.9
439228;20446;2025-04-29;USD;2027-04-19;3143562.83;3143562.83;2357672.12;2357672.12;321291.77
189471;20446;2025-05-09;EUR;2026-05-04;1309922.78;1294301.25;1294301.25;1309922.78;645529.95
389997;20446;2025-05-17;USD;2032-05-15;3332381.83;3332381.83;2962117.18;2962117.18;1109674.92
134111;20446;2025-07-26;TRY;2027-07-16;1891281.51;52431.17;39323.38;1418461.13;385644.12
204373;20446;2025-08-14;TRY;2027-08-04;4634830.99;140469.0;105351.75;3476123.24;737807.16
511809;20446;2025-09-12;CNY;2026-09-07;2855259.65;373326.84;373326.84;2855259.65;895123.9
385063;20446;2025-09-19;USD;2026-09-14;3397061.86;3397061.86;3397061.86;3397061.86;184630.31
466512;20446;2025-11-06;EUR;2032-11-04;4632247.84;5523061.63;5523061.63;4632247.84;2285087.86
260232;20446;2025-11-16;CNY;2027-11-06;1499704.48;234292.09;234292.09;1499704.48;708535.38
165353;20446;2025-12-07;CNY;2026-12-02;4445509.99;586238.06;586238.06;4445509.99;1921571.69
522347;20446;2025-12-11;EUR;2026-12-06;3359255.6;3699165.53;3699165.53;3359255.6;1225456.44
341907;20446;2026-02-01;TRY;2028-01-22;804519.58;22615.57;22615.57;804519.58;37933.1
224390;20446;2026-02-28;USD;2027-02-23;3036217.91;3036217.91;3036217.91;3036217.91;138755.16
174107;20676;2024-01-06;TRY;2024-12-31;3610753.85;121797.7;0.0;0.0;0.0
190192;20676;2024-03-25;TRY;2026-03-15;4560216.46;158032.47;39508.12;1140054.11;75799.35
515185;20676;2024-03-31;EUR;2025-03-26;1961563.46;2135802.6;0.0;0.0;0.0
258097;20676;2024-04-22;CNY;2025-04-17;581526.85;81610.82;0.0;0.0;0.0
331209;20676;2024-05-28;EUR;2025-05-23;2652887.84;2918208.13;0.0;0.0;0.0
160793;20676;2024-08-01;CNY;2029-07-31;2393187.02;339023.13;263684.66;1861367.68;40102.13
236259;20676;2024-11-13;USD;2031-11-12;3205383.98;3205383.98;2849230.2;2849230.2;182224.1
545877;20676;2025-01-02;EUR;2030-01-01;4631383.41;5206539.92;4049531.05;3602187.1;249071.23
421490;20676;2025-01-08;TRY;2026-01-03;441841.45;13508.34;0.0;0.0;0.0
207664;20676;2025-01-22;CNY;2032-01-21;4445075.56;601160.43;534364.83;3951178.28;1656509.54
524451;20676;2025-03-21;EUR;2026-03-16;781708.38;818892.76;818892.76;781708.38;174789.99
450766;20676;2025-04-04;USD;2026-03-30;432287.9;432287.9;216143.95;216143.95;7246.23
340109;20676;2025-06-10;USD;2032-06-08;2709057.9;2709057.9;2709057.9;2709057.9;709637.72
125024;20676;2025-08-28;CNY;2030-08-27;1028981.05;136861.08;136861.08;1028981.05;198799.14
379943;20676;2025-09-29;USD;2027-09-19;1145956.6;1145956.6;1145956.6;1145956.6;453340.43
416915;20676;2025-12-12;CNY;2027-12-02;1162132.52;153252.68;153252.68;1162132.52;232600.82
414466;20676;2026-01-07;EUR;2027-12-28;4993354.99;5596397.9;5596397.9;4993354.99;1607860.31
311373;20676;2026-01-15;USD;2033-01-13;2958023.61;2958023.61;2958023.61;2958023.61;310592.48
533884;20676;2026-02-19;EUR;2028-02-09;2827607.24;3273761.55;3273761.55;2827607.24;1403058.71
304842;21419;2024-02-14;CNY;2025-02-08;2382135.95;326140.93;0.0;0.0;0.0
531235;21419;2024-02-22;CNY;2029-02-20;3652308.17;500041.64;333361.09;2434872.11;40256.55
470112;21419;2024-03-04;USD;2025-02-27;4006847.11;4006847.11;0.0;0.0;0.0
454590;21419;2024-03-11;TRY;2031-03-10;1356364.8;47004.28;36558.88;1054950.4;80861.95
210581;21419;2024-05-31;TRY;2026-05-21;2971295.75;98028.92;98028.92;2971295.75;122268.82
304077;21419;2024-07-26;CNY;2025-07-21;3906714.93;502786.69;502786.69;3906714.93;759270.05
214391;21419;2024-10-01;USD;2026-09-21;4348829.38;4348829.38;2174414.69;2174414.69;462932.89
458683;21419;2024-10-09;EUR;2025-10-04;618573.97;642580.2;0.0;0.0;0.0
411425;21419;2024-10-10;CNY;2025-10-05;4648042.48;601071.15;0.0;0.0;0.0
177337;21419;2024-10-31;CNY;2029-10-30;4328389.35;559734.55;435349.09;3366525.05;1140055.01
138244;21419;2024-11-16;TRY;2026-11-06;4547134.49;149318.92;74659.46;2273567.25;453633.51
286030;21419;2024-11-22;CNY;2025-11-17;4467379.93;642897.82;0.0;0.0;0.0
418883;21419;2024-12-12;CNY;2025-12-07;2144456.38;308686.15;0.0;0.0;0.0
166835;21419;2025-01-06;TRY;2026-01-01;4562020.54;139473.8;0.0;0.0;0.0
314098;21419;2025-01-15;USD;2030-01-14;1659914.06;1659914.06;1291044.27;1291044.27;20836.02
227223;21419;2025-02-04;EUR;2027-01-25;4512220.05;5050469.84;2525234.92;2256110.02;192502.59
245393;21419;2025-03-09;CNY;2026-03-04;2840434.78;401021.94;401021.94;2840434.78;128245.63
194538;21419;2025-04-15;CNY;2026-04-10;3031234.55;403497.98;403497.98;3031234.55;1108825.6
286220;21419;2025-04-15;USD;2030-04-14;309063.14;309063.14;274722.79;274722.79;40720.02
141970;21419;2025-05-01;TRY;2026-04-26;566527.78;16727.28;8363.64;283263.89;39076.25
236392;21419;2025-06-20;TRY;2026-06-15;2784161.24;83412.06;83412.06;2784161.24;170112.25
146972;21419;2025-07-17;USD;2030-07-16;4025584.96;4025584.96;3578297.74;3578297.74;492214.73
381334;21419;2025-10-13;TRY;2026-10-08;1016564.03;28778.04;28778.04;1016564.03;478598.35
401622;21419;2025-11-06;TRY;2027-10-27;3672063.04;106600.37;106600.37;3672063.04;940231.74
540005;21419;2025-11-17;TRY;2027-11-07;3040849.64;88276.18;88276.18;3040849.64;590228.92
126482;21419;2025-12-10;TRY;2026-12-05;3354774.9;90309.82;90309.82;3354774.9;114397.82
196571;21419;2025-12-26;EUR;2026-12-21;1854142.02;2041755.39;2041755.39;1854142.02;414493.45
281001;21419;2026-02-25;USD;2028-02-15;2564301.46;2564301.46;2564301.46;2564301.46;879042.54
289454;21461;2023-12-16;CNY;2024-12-10;712284.68;99853.04;0.0;0.0;0.0
235971;21461;2024-01-17;USD;2026-01-06;2559531.56;2559531.56;2559531.56;2559531.56;489382.43
270407;21461;2024-01-18;EUR;2025-01-12;1557036.59;1676177.16;0.0;0.0;0.0
185625;21461;2024-01-25;USD;2025-01-19;3138222.7;3138222.7;0.0;0.0;0.0
354932;21461;2024-04-10;CNY;2026-03-31;2144652.64;300978.11;75244.53;536163.16;29897.8
210470;21461;2024-05-20;USD;2025-05-15;1675591.41;1675591.41;0.0;0.0;0.0
404235;21461;2024-05-20;EUR;2025-05-15;4532695.47;4986018.85;0.0;0.0;0.0
534968;21461;2024-11-07;CNY;2025-11-02;4725674.12;680068.77;0.0;0.0;0.0
277424;21461;2025-01-07;USD;2026-01-02;1333453.28;1333453.28;0.0;0.0;0.0
414365;21461;2025-04-12;TRY;2030-04-11;2321514.73;66132.67;58784.6;2063568.65;710417.9
287108;21461;2025-04-13;CNY;2026-04-08;3088950.12;411180.7;411180.7;3088950.12;649760.66
318843;21461;2025-09-10;EUR;2027-08-31;1980907.62;1996652.79;1996652.79;1980907.62;537816.42
320810;21461;2025-10-02;TRY;2027-09-22;470440.88;13317.77;13317.77;470440.88;187752.96
352752;21461;2025-11-03;EUR;2026-10-29;1955236.01;2331241.63;2331241.63;1955236.01;889339.1
376427;21461;2025-11-18;TRY;2032-11-16;435787.05;12650.94;12650.94;435787.05;40876.83
456981;21461;2025-12-05;USD;2027-11-25;1196023.87;1196023.87;1196023.87;1196023.87;545386.88
441756;21461;2026-01-07;EUR;2027-01-02;3275491.32;3671069.41;3671069.41;3275491.32;475765.11
301329;21461;2026-01-09;TRY;2027-12-30;3500358.99;103636.96;103636.96;3500358.99;236274.23
167341;21461;2026-01-11;USD;2028-01-01;378712.31;378712.31;378712.31;378712.31;138722.32
213225;21535;2024-01-02;USD;2025-12-22;819837.74;819837.74;0.0;0.0;0.0
181544;21535;2024-01-10;USD;2031-01-08;3899521.46;3899521.46;3032961.14;3032961.14;81738.3
224572;21535;2024-01-24;USD;2026-01-13;4781490.85;4781490.85;0.0;0.0;0.0
471285;21535;2024-02-02;USD;2025-01-27;664269.73;664269.73;0.0;0.0;0.0
160456;21535;2024-03-06;EUR;2029-03-05;1359836.95;1480626.73;987084.49;906557.97;150065.56
473107;21535;2024-03-10;CNY;2026-02-28;4702658.36;662907.92;0.0;0.0;0.0
415491;21535;2024-03-18;CNY;2026-03-08;1459905.4;205794.84;51448.71;364976.35;1377.79
152929;21535;2024-03-29;EUR;2025-03-24;248692.85;270783.41;0.0;0.0;0.0
263891;21535;2024-07-01;USD;2026-06-21;1400500.16;1400500.16;350125.04;350125.04;2039.48
304305;21535;2024-07-04;TRY;2029-07-03;325464.19;9946.01;7735.79;253138.81;315.02
229934;21535;2024-07-11;USD;2029-07-10;1997814.29;1997814.29;1553855.56;1553855.56;85686.5
209121;21535;2024-07-17;USD;2025-07-12;825323.29;825323.29;0.0;0.0;0.0
546328;21535;2024-10-04;USD;2025-09-29;4911384.07;4911384.07;0.0;0.0;0.0
508468;21535;2024-12-10;USD;2031-12-09;2951660.79;2951660.79;2623698.48;2623698.48;446728.39
