krd_id;mno;krd_ref;lcy_tutar;usd_tutar;para_birimi;valor;vade;odeme_sablonu;krd_program;yapilandirma;teminat_tur_id;teminat;teminat_tutar;faiz_oran
359310;18592;2;4870665.27;5296665.35;EUR;2024-01-06;2029-01-04;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;5521393.82;0.9359
238414;18592;3;4063557.47;4063557.47;USD;2024-01-27;2026-01-16;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;3520031.82;0.1074
310828;18592;4;4895449.24;4895449.24;USD;2024-01-27;2026-01-16;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;3022863.88;0.6993
509289;18592;5;3415522.61;3709453.61;EUR;2024-02-10;2025-02-04;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3505093.05;0.2413
193378;18592;6;3896594.62;4231925.43;EUR;2024-02-19;2025-02-13;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;1985880.92;0.0134
143968;18592;7;72263.72;72263.72;USD;2024-03-04;2025-02-27;360_gun_tek_taksit;reeskont;0;200;Ipotek;46950.98;0.1824
266940;18592;8;2851233.52;378239.63;CNY;2024-10-22;2026-10-12;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;3105244.96;0.753
408144;18592;9;2568478.03;79138.7;TRY;2024-11-17;2025-11-12;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;3232408.28;0.9665
363245;18592;10;93711.57;2839.04;TRY;2024-12-26;2025-12-21;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;104846.77;0.2762
314622;18592;11;938356.06;938356.06;USD;2025-02-01;2026-01-27;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;1333928.86;0.3222
191913;18592;12;3669911.96;479350.73;CNY;2025-02-02;2026-01-28;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;5330085.23;0.4635
381619;18592;13;3901795.51;3901795.51;USD;2025-04-05;2026-03-31;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;2618562.41;0.6809
245010;18592;14;2860338.65;2860338.65;USD;2025-04-29;2026-04-24;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;3626924.82;0.9648
224572;18592;15;1208310.51;1208310.51;USD;2025-05-15;2026-05-10;360_gun_tek_taksit;reeskont;0;200;Ipotek;1009170.39;0.4183
336510;18592;16;2459534.9;2459534.9;USD;2025-06-15;2030-06-14;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1725869.02;0.683
199393;18592;17;3296420.7;90590.62;TRY;2025-06-24;2026-06-19;360_gun_tek_taksit;reeskont;0;200;Ipotek;4042066.46;0.5408
184610;18592;18;220085.14;29770.59;CNY;2025-07-16;2026-07-11;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;239968.3;0.7936
433464;18592;19;4906392.23;143962.26;TRY;2025-07-21;2026-07-16;360_gun_tek_taksit;reeskont;0;200;Ipotek;3553070.63;0.6615
520733;18592;20;3944667.57;3840152.96;EUR;2025-10-10;2027-09-30;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;2805312.45;0.2175
426902;18592;21;4536113.21;576396.29;CNY;2025-12-02;2026-11-27;360_gun_tek_taksit;reeskont;1;200;Ipotek;2441068.75;0.7744
508454;18592;22;3312718.82;3312718.82;USD;2025-12-13;2026-12-08;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;2634523.9;0.5513
224573;18632;1;658961.73;22532.92;TRY;2024-03-18;2026-03-08;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;597841.67;0.7471
250325;18632;2;640379.39;673533.72;EUR;2024-04-22;2025-04-17;360_gun_tek_taksit;reeskont;0;200;Ipotek;638423.01;0.0001
280863;18632;3;2008300.0;2101966.58;EUR;2024-07-19;2029-07-18;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2877223.49;0.7951
204539;18632;4;4237401.81;4237401.81;USD;2024-12-19;2025-12-14;360_gun_tek_taksit;reeskont;0;200;Ipotek;2574059.0;0.5352
254450;18632;5;741074.55;22451.23;TRY;2024-12-31;2031-12-30;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;658016.65;0.0333
379848;18632;6;4073832.76;562280.54;CNY;2025-01-06;2026-01-01;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;5436605.06;0.9519
402016;18632;7;1321636.22;1321636.22;USD;2025-02-06;2026-02-01;360_gun_tek_taksit;reeskont;0;200;Ipotek;707558.63;0.5195
156137;18632;8;4476311.18;5239733.41;EUR;2025-05-05;2026-04-30;360_gun_tek_taksit;reeskont;1;300;Kefalet;6053117.29;0.3009
427947;18632;9;233578.02;6908.55;TRY;2025-05-07;2030-05-06;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;326272.51;0.8219
515531;18632;10;2238218.25;2619940.05;EUR;2025-05-09;2027-04-29;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;2345772.01;0.4268
256997;18632;11;3614688.56;4231163.48;EUR;2025-05-24;2026-05-19;360_gun_tek_taksit;reeskont;0;200;Ipotek;2394780.25;0.054
419649;18632;12;2527989.16;74770.46;TRY;2025-05-25;2026-05-20;360_gun_tek_taksit;reeskont;0;300;Kefalet;1654696.71;0.6952
249789;18632;13;804935.01;99119.02;CNY;2025-06-14;2032-06-12;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;772023.9;0.0154
143426;18632;14;427252.43;52611.5;CNY;2025-06-16;2026-06-11;360_gun_tek_taksit;reeskont;0;300;Kefalet;393858.71;0.5779
247567;18632;15;883397.44;24277.1;TRY;2025-06-20;2030-06-19;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1240783.44;0.8316
152332;18632;16;3804834.91;115535.75;TRY;2025-08-10;2032-08-08;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;4598190.02;0.6553
407382;18632;17;2239813.64;68013.08;TRY;2025-08-29;2032-08-27;7_yil_9_taksit;yatirim_kredi;1;200;Ipotek;1130926.4;0.1745
543784;18632;18;989432.32;995086.61;EUR;2025-09-12;2026-09-07;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;1396674.61;0.2804
140521;18632;19;445283.55;52238.44;CNY;2025-10-10;2027-09-30;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;280744.78;0.7426
511514;18632;20;791566.67;21012.12;TRY;2025-11-25;2027-11-15;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;778720.2;0.6734
390727;18632;21;1744937.88;1744937.88;USD;2025-12-03;2032-12-01;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;1293759.56;0.6854
497638;18632;22;1394506.82;37623.18;TRY;2025-12-20;2027-12-10;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1277944.43;0.6265
258537;18632;23;2210466.6;2210466.6;USD;2026-02-03;2027-01-29;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;1970666.88;0.1963
203569;18632;24;1394173.27;41631.4;TRY;2026-02-13;2028-02-03;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;1344690.01;0.8068
459888;18632;25;1905913.19;2115846.21;EUR;2026-02-22;2031-02-21;5_yil_9_taksit;yatirim_kredi;1;200;Ipotek;1127175.34;0.6494
250831;18632;26;453907.44;453907.44;USD;2026-02-28;2028-02-18;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;522878.52;0.9124
375664;18646;1;2545709.47;2545709.47;USD;2023-12-26;2024-12-20;360_gun_tek_taksit;reeskont;0;200;Ipotek;3615249.24;0.4687
448200;18646;2;4949398.03;4949398.03;USD;2024-01-04;2025-12-24;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4632662.79;0.0032
433481;18646;3;2314331.77;321362.46;CNY;2024-01-11;2025-01-05;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2053054.11;0.1815
389089;18646;4;3863291.99;4201184.79;EUR;2024-01-28;2026-01-17;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;5341239.5;0.012
121821;18646;5;2286456.36;76342.45;TRY;2024-04-06;2026-03-27;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;2994086.64;0.6609
466969;18646;6;690401.3;768491.51;EUR;2024-06-08;2025-06-03;360_gun_tek_taksit;reeskont;0;300;Kefalet;496262.36;0.8695
491702;18646;7;1588020.57;1767639.1;EUR;2024-06-12;2025-06-07;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;2028466.15;0.8946
414430;18646;8;140226.44;19566.64;CNY;2024-07-15;2025-07-10;360_gun_tek_taksit;reeskont;1;100;Banka Teminat Mektubu;162962.34;0.9597
450060;18646;9;3139296.88;3640740.98;EUR;2024-08-15;2026-08-05;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;3970128.96;0.4784
198413;18646;10;1556408.81;1556408.81;USD;2024-08-29;2025-08-24;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;2069381.22;0.8604
135391;18646;11;2121026.12;2200210.63;EUR;2024-10-15;2025-10-10;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;1060694.54;0.3006
293921;18646;12;2384681.09;329060.63;CNY;2024-11-25;2025-11-20;360_gun_tek_taksit;reeskont;0;300;Kefalet;1522292.55;0.6037
476942;18646;13;1421737.17;1421737.17;USD;2024-11-25;2025-11-20;360_gun_tek_taksit;reeskont;0;300;Kefalet;727823.7;0.7919
245114;18646;14;3854419.27;4039736.96;EUR;2025-02-01;2027-01-22;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;4627609.69;0.0542
126640;18646;15;1152760.01;1152760.01;USD;2025-02-11;2030-02-10;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;958255.13;0.2422
546784;18646;16;1756222.61;229391.49;CNY;2025-02-28;2027-02-18;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1220502.34;0.6578
179274;18646;17;3442126.82;453197.48;CNY;2025-04-09;2026-04-04;360_gun_tek_taksit;reeskont;0;300;Kefalet;3397521.5;0.2801
542277;18646;18;4553336.04;134674.24;TRY;2025-05-09;2030-05-08;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4811318.14;0.4015
401046;18646;19;1189118.63;1189118.63;USD;2025-05-11;2026-05-06;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1080671.28;0.5879
493462;18646;20;706084.69;20883.9;TRY;2025-05-28;2027-05-18;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;815312.57;0.9481
291599;18646;21;3147144.72;3147144.72;USD;2025-06-03;2026-05-29;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2221988.12;0.4375
242758;18646;22;2677764.16;78570.36;TRY;2025-07-24;2026-07-19;360_gun_tek_taksit;reeskont;0;300;Kefalet;3204447.78;0.228
449790;18646;23;1759833.02;1837441.36;EUR;2025-08-10;2027-07-31;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2362317.83;0.6116
423201;18646;24;4883555.49;5098919.46;EUR;2025-08-13;2032-08-11;7_yil_9_taksit;yatirim_kredi;0;200;Ipotek;3640747.22;0.264
420900;18646;25;2323201.49;2261647.89;EUR;2025-10-26;2032-10-24;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1527137.82;0.2894
175645;18646;26;1838657.89;1931469.11;EUR;2026-01-29;2028-01-19;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;1544168.56;0.913
213104;18646;27;1942505.25;310791.56;CNY;2026-02-21;2027-02-16;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;1687786.1;0.9
161233;18828;1;2903654.67;403194.39;CNY;2024-01-23;2025-01-17;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;3058732.26;0.228
519640;18828;2;1863253.28;258726.8;CNY;2024-01-31;2025-01-25;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;1982728.5;0.4489
206446;18828;3;3081095.28;3081095.28;USD;2024-03-16;2026-03-06;720_gun_4_taksit;yatirim_kredi;0;300;Kefalet;1694802.9;0.0793
356519;18828;4;1576616.85;1576616.85;USD;2024-11-04;2025-10-30;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;2011732.94;0.6031
269949;18828;5;3115269.96;3115269.96;USD;2024-11-07;2025-11-02;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;4472640.4;0.1829
251389;18828;6;4055533.56;4340323.35;EUR;2024-11-14;2029-11-13;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;5261846.98;0.5219
425737;18828;7;1281884.22;160335.53;CNY;2024-12-06;2026-11-26;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1139159.04;0.1062
373060;18828;8;1279882.28;1279882.28;USD;2025-01-28;2030-01-27;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;1496746.77;0.4891
435096;18828;9;3587336.56;3587336.56;USD;2025-03-12;2026-03-07;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2701937.96;0.7747
523960;18828;10;4878398.07;5162600.56;EUR;2025-03-27;2026-03-22;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;3748982.1;0.6106
354218;18828;11;1893248.23;1844003.88;EUR;2025-04-22;2026-04-17;360_gun_tek_taksit;reeskont;0;300;Kefalet;2422240.15;0.2313
522186;18828;12;2781311.19;2781311.19;USD;2025-04-28;2026-04-23;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;2959506.91;0.5056
529689;18828;13;1344648.87;1573974.94;EUR;2025-05-08;2026-05-03;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;1171349.74;0.6544
135457;18828;14;707876.68;93395.34;CNY;2025-05-29;2026-05-24;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;845984.48;0.5227
185096;18828;15;4067671.75;500889.67;CNY;2025-06-02;2026-05-28;360_gun_tek_taksit;reeskont;0;300;Kefalet;5061755.18;0.4318
429723;18828;16;1611555.0;44287.97;TRY;2025-06-20;2030-06-19;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2139815.7;0.4467
235323;18828;17;3707562.93;3797464.08;EUR;2025-07-27;2032-07-25;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;5395771.95;0.7328
361550;18828;18;3919947.62;119031.21;TRY;2025-08-25;2026-08-20;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;4363982.55;0.6841
205895;18828;19;731133.52;22201.24;TRY;2025-08-27;2026-08-22;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;804944.04;0.6989
355440;18828;20;2037847.6;58054.04;TRY;2025-09-22;2032-09-20;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1211934.25;0.4079
272477;18828;21;3975116.19;3975116.19;USD;2025-11-03;2026-10-29;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;4253442.94;0.5025
409234;18828;22;464942.52;67373.15;CNY;2025-11-04;2026-10-30;360_gun_tek_taksit;reeskont;0;300;Kefalet;583333.45;0.1676
417399;18828;23;1573762.45;1705622.64;EUR;2025-11-29;2027-11-19;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;2004766.25;0.7872
447429;18828;24;2948401.47;374648.42;CNY;2025-12-18;2027-12-08;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;2321932.23;0.4996
253440;18828;25;1604342.63;1604342.63;USD;2026-01-30;2028-01-20;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;1146461.29;0.7195
206825;18828;26;3897505.99;3897505.99;USD;2026-02-23;2027-02-18;360_gun_tek_taksit;reeskont;0;300;Kefalet;4914210.5;0.7232
167406;18925;1;1004345.52;1115211.48;EUR;2023-12-20;2024-12-14;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1042240.98;0.331
409461;18925;2;41397.92;45018.68;EUR;2024-01-13;2026-01-02;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;39279.83;0.2265
375632;18925;3;931074.62;931074.62;USD;2024-02-14;2025-02-08;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;969902.91;0.9114
522385;18925;4;446941.75;64341.37;CNY;2024-03-08;2025-03-03;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;372288.38;0.8482
190414;18925;5;4116158.63;571149.65;CNY;2024-04-04;2025-03-30;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;5969290.6;0.5547
442635;18925;6;695480.79;96988.86;CNY;2024-05-02;2025-04-27;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;505306.03;0.2078
231702;18925;7;4843453.69;5391289.18;EUR;2024-06-14;2025-06-09;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;4376793.75;0.5891
456162;18925;8;557571.98;17805.55;TRY;2024-07-15;2031-07-14;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;671316.3;0.9167
343540;18925;9;4060999.39;4250403.33;EUR;2024-07-24;2025-07-19;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;5714128.7;0.0569
238644;18925;10;4007122.96;4109703.81;EUR;2024-09-22;2025-09-17;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2461198.39;0.1966
167320;18925;11;4016040.5;4165971.79;EUR;2024-10-07;2031-10-06;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3498988.57;0.6045
156185;18925;12;3122082.97;414170.04;CNY;2024-10-28;2026-10-18;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1919172.07;0.0
176078;18925;13;4328389.35;574196.52;CNY;2024-10-31;2029-10-30;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;4970620.63;0.8708
540669;18925;14;2916374.66;2916374.66;USD;2024-12-15;2026-12-05;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;2067786.24;0.0631
250912;18925;15;338896.31;42388.48;CNY;2024-12-31;2025-12-26;360_gun_tek_taksit;reeskont;0;200;Ipotek;489017.6;0.6415
300060;18925;16;3186333.67;91060.74;TRY;2025-03-02;2027-02-20;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;3935889.63;0.5304
405026;18925;17;2361765.12;2361765.12;USD;2025-04-06;2027-03-27;720_gun_4_taksit;yatirim_kredi;1;200;Ipotek;1318373.09;0.2261
219867;18925;18;1311412.29;38787.7;TRY;2025-05-14;2030-05-13;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1371442.49;0.1479
316325;18925;19;3306059.12;3306059.12;USD;2025-06-28;2032-06-26;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;2742522.51;0.2883
163944;18925;20;2995973.78;2995973.78;USD;2025-07-02;2027-06-22;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;4373692.4;0.5398
150072;18925;21;3118325.7;94689.55;TRY;2025-08-16;2030-08-15;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2753624.56;0.1997
166027;18925;22;2566654.6;379572.55;CNY;2025-08-26;2026-08-21;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;2058852.19;0.4589
191368;18925;23;108768.86;108768.86;USD;2025-09-18;2026-09-13;360_gun_tek_taksit;reeskont;0;200;Ipotek;156323.8;0.6448
458000;18925;24;1395897.64;1395897.64;USD;2025-09-26;2026-09-21;360_gun_tek_taksit;reeskont;0;200;Ipotek;1011781.04;0.2749
530937;18925;25;1974826.07;1974826.07;USD;2026-01-06;2033-01-04;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;1163231.63;0.1227
518711;18925;26;1397024.31;1550904.11;EUR;2026-02-11;2031-02-10;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1139596.68;0.0906
218691;18925;27;4374876.47;4374876.47;USD;2026-02-13;2031-02-12;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;5672472.71;0.1268
181612;19135;1;180771.63;25101.51;CNY;2024-01-10;2025-12-30;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;255534.61;0.0465
513098;19135;2;3151440.74;3151440.74;USD;2024-01-23;2029-01-21;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2815020.36;0.9921
408410;19135;3;689154.69;92924.89;CNY;2024-02-24;2025-02-18;360_gun_2_taksit;isletme_kredi;1;100;Banka Teminat Mektubu;827833.68;0.24
359659;19135;4;4817236.05;4817236.05;USD;2024-03-08;2025-03-03;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;6254799.51;0.2607
435947;19135;5;2043980.42;2263933.86;EUR;2024-03-29;2025-03-24;360_gun_tek_taksit;reeskont;0;300;Kefalet;1493047.94;0.533
131841;19135;6;3705500.28;123722.88;TRY;2024-04-07;2025-04-02;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;4611931.43;0.1161
350633;19135;7;2213401.44;73903.22;TRY;2024-04-28;2025-04-23;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;1515749.17;0.6096
247835;19135;8;160116.98;22329.25;CNY;2024-05-17;2025-05-12;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;231161.12;0.5666
185625;19135;9;3706116.8;121927.78;TRY;2024-05-27;2025-05-22;360_gun_tek_taksit;reeskont;0;200;Ipotek;4747417.86;0.1721
315887;19135;10;3231987.48;435126.75;CNY;2024-09-13;2025-09-08;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;1953695.04;0.9253
326518;19135;11;3967325.89;526298.48;CNY;2024-10-15;2029-10-14;5_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;3029882.01;0.512
390205;19135;12;2516617.0;2516617.0;USD;2024-10-27;2025-10-22;360_gun_2_taksit;isletme_kredi;0;200;Ipotek;1261740.07;0.7448
327093;19135;13;2444747.19;75326.36;TRY;2024-11-19;2026-11-09;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;3570409.47;0.3697
122637;19135;14;680308.27;680308.27;USD;2025-01-01;2025-12-27;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;540877.74;0.5188
260232;19135;15;916802.04;126539.3;CNY;2025-01-08;2026-01-03;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;470820.24;0.8701
267596;19135;16;3620437.15;3713949.29;EUR;2025-01-08;2026-01-03;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;3861462.43;0.823
158666;19135;17;1710149.45;1710149.45;USD;2025-02-04;2032-02-03;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;2103444.69;0.911
332593;19135;18;3492384.98;103294.44;TRY;2025-05-02;2026-04-27;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3648603.75;0.2783
457282;19135;19;1540866.54;1803656.98;EUR;2025-05-05;2027-04-25;720_gun_4_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;931413.0;0.4114
141815;19135;20;3615784.95;3615784.95;USD;2025-06-17;2032-06-15;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;3189053.54;0.6538
398134;19135;21;211480.41;26041.52;CNY;2025-06-18;2026-06-13;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;313662.26;0.2764
212089;19135;22;3428569.36;3428569.36;USD;2025-06-25;2027-06-15;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;2841511.99;0.2456
432270;19135;23;4833267.51;4833267.51;USD;2025-07-12;2026-07-07;360_gun_tek_taksit;reeskont;0;300;Kefalet;3911500.08;0.8602
327399;19135;24;645136.25;87266.63;CNY;2025-07-31;2032-07-29;7_yil_9_taksit;yatirim_kredi;0;300;Kefalet;890737.11;0.5766
501668;19135;25;4481686.07;4679327.66;EUR;2025-08-08;2030-08-07;5_yil_9_taksit;yatirim_kredi;0;200;Ipotek;2755821.98;0.8527
262518;19135;26;750309.41;730429.84;EUR;2025-10-20;2027-10-10;720_gun_4_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;855305.18;0.7709
266335;19135;27;3597889.06;521357.21;CNY;2025-11-25;2026-11-20;360_gun_tek_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3122992.32;0.1101
175712;19135;28;1718790.08;46372.2;TRY;2025-12-10;2027-11-30;720_gun_4_taksit;isletme_kredi;0;300;Kefalet;1623692.97;0.7874
521514;19135;29;4212422.51;4425055.91;EUR;2026-01-07;2027-01-02;360_gun_2_taksit;isletme_kredi;0;100;Banka Teminat Mektubu;3376640.48;0.6874
455359;19203;1;1378244.1;1378244.1;USD;2024-01-05;2024-12-30;360_gun_tek_taksit;isletme_kredi;0;300;Kefalet;1897020.26;0.3523
423287;19203;2;3098658.52;104020.92;TRY;2024-01-28;2029-01-26;5_yil_9_taksit;yatirim_kredi;0;300;Kefalet;1675062.9;0.1577
456981;19203;3;2508991.14;2508991.14;USD;2024-01-29;2025-01-23;360_gun_tek_taksit;reeskont;0;200;Ipotek;1444683.96;0.2528
260164;19203;4;2983763.29;429540.13;CNY;2024-03-13;2026-03-03;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;3838693.17;0.3712
282157;19203;5;1323852.64;1323852.64;USD;2024-07-15;2026-07-05;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;1557422.89;0.4533
193555;19203;6;3587726.09;3587726.09;USD;2024-08-09;2025-08-04;360_gun_tek_taksit;reeskont;0;200;Ipotek;2943388.25;0.5293
531058;19203;7;1403549.64;1439479.99;EUR;2024-09-07;2025-09-02;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;1399065.38;0.7084
243480;19203;8;1318291.85;1352039.63;EUR;2024-09-25;2025-09-20;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;787496.73;0.3179
152654;19203;9;1370218.44;189075.57;CNY;2024-11-20;2025-11-15;360_gun_tek_taksit;reeskont;0;100;Banka Teminat Mektubu;752434.08;0.3825
357000;19203;10;2269578.1;337340.36;CNY;2025-09-11;2027-09-01;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;2706268.94;0.121
543719;19203;11;1818277.87;1818277.87;USD;2025-09-25;2027-09-15;720_gun_4_taksit;yatirim_kredi;0;200;Ipotek;2640238.78;0.7453
203728;19203;12;2351947.22;2549008.85;EUR;2025-11-18;2032-11-16;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;2802166.54;0.9752
304674;19203;13;4862655.97;4774337.31;EUR;2025-12-19;2032-12-17;7_yil_9_taksit;yatirim_kredi;0;100;Banka Teminat Mektubu;5711538.63;0.2374
228610;19203;14;3930182.35;532559.22;CNY;2026-01-09;2027-01-04;360_gun_tek_taksit;reeskont;0;300;Kefalet;4105462.04;0.6367
240466;19203;15;1062567.74;1179607.73;EUR;2026-02-02;2027-01-28;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;1558830.3;0.6697
233030;19203;16;4778174.85;4778174.85;USD;2026-02-16;2027-02-11;360_gun_2_taksit;isletme_kredi;0;300;Kefalet;4808943.6;0.7923
338274;19210;1;3036882.1;106798.59;TRY;2023-12-23;2024-12-17;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;4223247.81;0.8767
487785;19210;2;3138602.61;423205.85;CNY;2024-02-12;2026-02-01;720_gun_4_taksit;isletme_kredi;0;200;Ipotek;3793382.32;0.3887
350199;19210;3;4705714.32;634513.53;CNY;2024-02-28;2025-02-22;360_gun_tek_taksit;isletme_kredi;0;200;Ipotek;3932032.95;0.7123
